persona_idno,documento_idno,rol_evento
mx-sv-per-006367,mx-sv-doc-002458,Antiguo Propietario
mx-sv-per-006373,mx-sv-doc-002459,Otorgante Del Poder
mx-sv-per-006374,mx-sv-doc-002459,Receptor Del Poder
mx-sv-per-006379,mx-sv-doc-002460,Vendedor
mx-sv-per-006380,mx-sv-doc-002460,comprador
mx-sv-per-006384,mx-sv-doc-002460,Testigo
mx-sv-per-006382,mx-sv-doc-002460,Testigo
mx-sv-per-006383,mx-sv-doc-002460,Testigo
mx-sv-per-006385,mx-sv-doc-002461,Otorgante Del Poder
mx-sv-per-006386,mx-sv-doc-002461,Apoderado
mx-sv-per-006387,mx-sv-doc-002461,Testigo
mx-sv-per-006388,mx-sv-doc-002461,Testigo
mx-sv-per-006389,mx-sv-doc-002461,Testigo
mx-sv-per-006390,mx-sv-doc-002462,Otorgante Del Poder
mx-sv-per-006391,mx-sv-doc-002462,Escribano
mx-sv-per-006392,mx-sv-doc-002462,Apoderado
mx-sv-per-006533,mx-sv-doc-002483,Otorgante Del Poder
mx-sv-per-006534,mx-sv-doc-002483,Receptor Del Poder
mx-sv-per-006536,mx-sv-doc-002483,Vendedor
mx-sv-per-006537,mx-sv-doc-002483,Testigo
mx-sv-per-006538,mx-sv-doc-002483,Testigo
mx-sv-per-006539,mx-sv-doc-002483,Testigo
mx-sv-per-006398,mx-sv-doc-002463,Apoderado
mx-sv-per-006399,mx-sv-doc-002463,otorgante
mx-sv-per-006399,mx-sv-doc-002463,Antiguo Propietario
mx-sv-per-006400,mx-sv-doc-002463,comprador
mx-sv-per-006403,mx-sv-doc-002463,Testigo
mx-sv-per-006404,mx-sv-doc-002463,Testigo
mx-sv-per-006405,mx-sv-doc-002463,Testigo
mx-sv-per-006447,mx-sv-doc-002470,Vendedor
mx-sv-per-006448,mx-sv-doc-002470,comprador
mx-sv-per-006450,mx-sv-doc-002470,Testigo
mx-sv-per-006451,mx-sv-doc-002470,Testigo
mx-sv-per-006452,mx-sv-doc-002470,Testigo
mx-sv-per-006453,mx-sv-doc-002471,comprador
mx-sv-per-006456,mx-sv-doc-002471,Testigo
mx-sv-per-006457,mx-sv-doc-002471,Testigo
mx-sv-per-006458,mx-sv-doc-002471,Testigo
mx-sv-per-006454,mx-sv-doc-002471,Vendedor
mx-sv-per-006459,mx-sv-doc-002472,Vendedor
mx-sv-per-006460,mx-sv-doc-002472,comprador
mx-sv-per-006464,mx-sv-doc-002472,Testigo
mx-sv-per-006462,mx-sv-doc-002472,Testigo
mx-sv-per-006463,mx-sv-doc-002472,Testigo
mx-sv-per-006465,mx-sv-doc-002473,Dueño
mx-sv-per-006468,mx-sv-doc-002473,Testigo
mx-sv-per-006469,mx-sv-doc-002473,Testigo
mx-sv-per-006470,mx-sv-doc-002473,Testigo
mx-sv-per-006471,mx-sv-doc-002474,Vendedor
mx-sv-per-006472,mx-sv-doc-002474,comprador
mx-sv-per-006474,mx-sv-doc-002474,Vendedora
mx-sv-per-006476,mx-sv-doc-002474,Testigo
mx-sv-per-006477,mx-sv-doc-002474,Testigo
mx-sv-per-006478,mx-sv-doc-002474,Testigo
mx-sv-per-006475,mx-sv-doc-002474,Testigo
mx-sv-per-006479,mx-sv-doc-002474,Antiguo Propietario
mx-sv-per-006480,mx-sv-doc-002475,Vendedor
mx-sv-per-006481,mx-sv-doc-002475,comprador
mx-sv-per-006483,mx-sv-doc-002475,Antiguo Propietario
mx-sv-per-006484,mx-sv-doc-002475,Testigo
mx-sv-per-006485,mx-sv-doc-002475,Testigo
mx-sv-per-006486,mx-sv-doc-002475,Testigo
mx-sv-per-006488,mx-sv-doc-002476,Deudor
mx-sv-per-006489,mx-sv-doc-002476,Acreedor
mx-sv-per-006490,mx-sv-doc-002476,Testigo
mx-sv-per-006491,mx-sv-doc-002476,Testigo
mx-sv-per-006492,mx-sv-doc-002476,Testigo
mx-sv-per-006493,mx-sv-doc-002477,Propietario
mx-sv-per-006493,mx-sv-doc-002477,otorgante
mx-sv-per-006494,mx-sv-doc-002477,Apoderado
mx-sv-per-006496,mx-sv-doc-002477,Testigo
mx-sv-per-006497,mx-sv-doc-002477,Testigo
mx-sv-per-006495,mx-sv-doc-002477,Testigo
mx-sv-per-006499,mx-sv-doc-002478,Vendedor (Con Poder)
mx-sv-per-006500,mx-sv-doc-002478,otorgante
mx-sv-per-006501,mx-sv-doc-002478,comprador
mx-sv-per-006504,mx-sv-doc-002478,Testigo
mx-sv-per-006505,mx-sv-doc-002478,Testigo
mx-sv-per-006503,mx-sv-doc-002478,Testigo
mx-sv-per-006507,mx-sv-doc-002479,Acreedor
mx-sv-per-006508,mx-sv-doc-002479,Testigo
mx-sv-per-006509,mx-sv-doc-002479,Testigo
mx-sv-per-006510,mx-sv-doc-002479,Testigo
mx-sv-per-006512,mx-sv-doc-002480,Vendedor
mx-sv-per-006513,mx-sv-doc-002480,comprador
mx-sv-per-006514,mx-sv-doc-002480,intermediario
mx-sv-per-006517,mx-sv-doc-002480,Testigo
mx-sv-per-006518,mx-sv-doc-002480,Testigo
mx-sv-per-006519,mx-sv-doc-002480,Testigo
mx-sv-per-006541,mx-sv-doc-002484,comprador
mx-sv-per-006540,mx-sv-doc-002484,Vendedor
mx-sv-per-004007,mx-sv-doc-002485,Vendedor
mx-sv-per-003352,mx-sv-doc-002485,comprador
mx-sv-per-006552,mx-sv-doc-002486,Testigo
mx-sv-per-006551,mx-sv-doc-002486,Testigo
mx-sv-per-006548,mx-sv-doc-002486,Vendedor
mx-sv-per-006555,mx-sv-doc-002487,Vendedor
mx-sv-per-006558,mx-sv-doc-002487,comprador
mx-sv-per-006556,mx-sv-doc-002488,Vendedor
mx-sv-per-006557,mx-sv-doc-002488,comprador
mx-sv-per-006572,mx-sv-doc-002489,Vendedor
mx-sv-per-006573,mx-sv-doc-002489,comprador
mx-sv-per-006555,mx-sv-doc-002492,Vendedor
mx-sv-per-006583,mx-sv-doc-002492,comprador
mx-sv-per-006586,mx-sv-doc-002493,Vendedor
mx-sv-per-006587,mx-sv-doc-002493,comprador
mx-sv-per-006592,mx-sv-doc-002493,Testigo
mx-sv-per-006586,mx-sv-doc-002493,Testigo
mx-sv-per-006587,mx-sv-doc-002493,Testigo
mx-sv-per-006588,mx-sv-doc-002493,Testigo
mx-sv-per-006589,mx-sv-doc-002493,Testigo
mx-sv-per-006590,mx-sv-doc-002493,Testigo
mx-sv-per-006591,mx-sv-doc-002493,Testigo
mx-sv-per-006597,mx-sv-doc-002494,Testigo
mx-sv-per-006598,mx-sv-doc-002494,Testigo
mx-sv-per-006599,mx-sv-doc-002494,Testigo
mx-sv-per-006596,mx-sv-doc-002494,Escribano
mx-sv-per-006594,mx-sv-doc-002494,Vendedor
mx-sv-per-006593,mx-sv-doc-002494,comprador
mx-sv-per-003288,mx-sv-doc-002495,Vendedor
mx-sv-per-006601,mx-sv-doc-002495,comprador
mx-sv-per-006603,mx-sv-doc-002496,Vendedor
mx-sv-per-006604,mx-sv-doc-002496,intermediario
mx-sv-per-006605,mx-sv-doc-002496,comprador
mx-sv-per-004007,mx-sv-doc-002497,Vendedor
mx-sv-per-006607,mx-sv-doc-002497,comprador
mx-sv-per-002846,mx-sv-doc-002498,Dueño Difunto
mx-sv-per-006609,mx-sv-doc-002498,Albacea
mx-sv-per-003226,mx-sv-doc-002498,comprador
mx-sv-per-006611,mx-sv-doc-002499,Vendedor Y Propietario
mx-sv-per-006096,mx-sv-doc-002499,comprador
mx-sv-per-006612,mx-sv-doc-002499,dueño anterior
mx-sv-per-006616,mx-sv-doc-002500,comprador
mx-sv-per-006616,mx-sv-doc-002500,comprador
mx-sv-per-006079,mx-sv-doc-002500,Antiguo Propietario (Difunto)
mx-sv-per-006119,mx-sv-doc-002500,Escribano
mx-sv-per-006078,mx-sv-doc-002500,Vendedor Y Propietario
mx-sv-per-006619,mx-sv-doc-002501,Vendedor Y Propietario
mx-sv-per-005606,mx-sv-doc-002501,comprador
mx-sv-per-006620,mx-sv-doc-002501,Antiguo Propietario (Difunto)
mx-sv-per-006621,mx-sv-doc-002501,Antiguo Propietario (Difunto)
mx-sv-per-006773,mx-sv-doc-002527,Vendedor
mx-sv-per-006775,mx-sv-doc-002527,comprador
mx-sv-per-006778,mx-sv-doc-002527,Antiguo Propietario
mx-sv-per-006779,mx-sv-doc-002527,Testigo
mx-sv-per-006780,mx-sv-doc-002527,Testigo
mx-sv-per-006781,mx-sv-doc-002527,Testigo
mx-sv-per-006955,mx-sv-doc-002552,Vendedora
mx-sv-per-006956,mx-sv-doc-002552,comprador
mx-sv-per-006960,mx-sv-doc-002552,Testigo
mx-sv-per-006961,mx-sv-doc-002552,Testigo
mx-sv-per-006959,mx-sv-doc-002552,Testigo
mx-sv-per-006623,mx-sv-doc-002502,Vendedor Y Propietario
mx-sv-per-006624,mx-sv-doc-002502,comprador
mx-sv-per-006625,mx-sv-doc-002502,Vendedor Y Propietario
mx-sv-per-006626,mx-sv-doc-002502,Antiguo Propietario
mx-sv-per-006628,mx-sv-doc-002503,Vendedor Y Propietario
mx-sv-per-006629,mx-sv-doc-002503,comprador
mx-sv-per-006630,mx-sv-doc-002503,Antiguo Propietario
mx-sv-per-006631,mx-sv-doc-002503,otorgante
mx-sv-per-006800,mx-sv-doc-002530,Testigo
mx-sv-per-006801,mx-sv-doc-002530,Testigo
mx-sv-per-006799,mx-sv-doc-002530,Testigo
mx-sv-per-006797,mx-sv-doc-002530,comprador
mx-sv-per-006633,mx-sv-doc-002504,Vendedor (Con Poder)
mx-sv-per-006634,mx-sv-doc-002504,comprador
mx-sv-per-006635,mx-sv-doc-002504,Propietario
mx-sv-per-006636,mx-sv-doc-002504,Antiguo Propietario
mx-sv-per-006637,mx-sv-doc-002504,Antiguo Propietario
mx-sv-per-006640,mx-sv-doc-002505,Vendedor Y Propietario
mx-sv-per-006641,mx-sv-doc-002505,comprador
mx-sv-per-006891,mx-sv-doc-002543,Vendedor
mx-sv-per-006892,mx-sv-doc-002543,comprador
mx-sv-per-006645,mx-sv-doc-002506,Vendedor Y Propietario
mx-sv-per-006646,mx-sv-doc-002506,comprador
mx-sv-per-006650,mx-sv-doc-002507,Vendedor Y Propietario
mx-sv-per-006070,mx-sv-doc-002507,comprador
mx-sv-per-006651,mx-sv-doc-002507,comprador
mx-sv-per-006652,mx-sv-doc-002507,Antiguo Propietario
mx-sv-per-006656,mx-sv-doc-002508,Vendedor Y Propietario
mx-sv-per-006658,mx-sv-doc-002509,Vendedor Y Propietario
mx-sv-per-006659,mx-sv-doc-002509,comprador
mx-sv-per-006663,mx-sv-doc-002510,Vendedor Y Propietario
mx-sv-per-006664,mx-sv-doc-002510,comprador
mx-sv-per-006665,mx-sv-doc-002510,Antiguo Propietario (Difunto)
mx-sv-per-006670,mx-sv-doc-002511,Vendedor Y Propietario
mx-sv-per-006670,mx-sv-doc-002511,Vendedor (Con Poder)
mx-sv-per-006671,mx-sv-doc-002511,comprador
mx-sv-per-006672,mx-sv-doc-002511,Vendedor Y Propietario
mx-sv-per-006672,mx-sv-doc-002511,Otorgante Del Poder
mx-sv-per-006673,mx-sv-doc-002511,Antiguo Propietario
mx-sv-per-006897,mx-sv-doc-002544,Albacea
mx-sv-per-006898,mx-sv-doc-002544,Albacea
mx-sv-per-006899,mx-sv-doc-002544,comprador
mx-sv-per-006900,mx-sv-doc-002544,Testigo
mx-sv-per-006901,mx-sv-doc-002544,Testigo
mx-sv-per-006902,mx-sv-doc-002544,Testigo
mx-sv-per-006676,mx-sv-doc-002512,Vendedor Y Propietario
mx-sv-per-006677,mx-sv-doc-002512,comprador
mx-sv-per-006678,mx-sv-doc-002512,Vendedor Y Propietario
mx-sv-per-006679,mx-sv-doc-002512,Antiguo Propietario
mx-sv-per-006926,mx-sv-doc-002548,otorgante
mx-sv-per-006927,mx-sv-doc-002548,comprador
mx-sv-per-006928,mx-sv-doc-002548,dueño anterior
mx-sv-per-006929,mx-sv-doc-002548,Escribano
mx-sv-per-006930,mx-sv-doc-002548,Escribano
mx-sv-per-006931,mx-sv-doc-002548,Escribano
mx-sv-per-006932,mx-sv-doc-002548,Escribano
mx-sv-per-006934,mx-sv-doc-002549,Vendedora
mx-sv-per-006935,mx-sv-doc-002549,comprador
mx-sv-per-006681,mx-sv-doc-002513,Vendedor Y Propietario
mx-sv-per-006682,mx-sv-doc-002513,comprador
mx-sv-per-006683,mx-sv-doc-002513,Antiguo Propietario
mx-sv-per-006684,mx-sv-doc-002513,Antiguo Propietario
mx-sv-per-006121,mx-sv-doc-002514,Vendedor
mx-sv-per-006121,mx-sv-doc-002514,Albacea Testamentario
mx-sv-per-006112,mx-sv-doc-002514,comprador
mx-sv-per-006688,mx-sv-doc-002514,Vendedor
mx-sv-per-006688,mx-sv-doc-002514,Albacea Testamentario
mx-sv-per-006689,mx-sv-doc-002514,Propietario (Difunto)
mx-sv-per-006689,mx-sv-doc-002514,Vendedor Y Propietario
mx-sv-per-004713,mx-sv-doc-002515,Vendedor Y Propietario
mx-sv-per-006693,mx-sv-doc-002515,comprador
mx-sv-per-006694,mx-sv-doc-002515,Antiguo Propietario
mx-sv-per-006695,mx-sv-doc-002515,Antiguo Propietario (Difunto)
mx-sv-per-006699,mx-sv-doc-002516,Vendedor Y Propietario
mx-sv-per-006700,mx-sv-doc-002516,comprador
mx-sv-per-006702,mx-sv-doc-002516,Antiguo Propietario
mx-sv-per-006701,mx-sv-doc-002516,Propietario (Difunto)
mx-sv-per-006705,mx-sv-doc-002517,Dueño
mx-sv-per-006706,mx-sv-doc-002517,Representante
mx-sv-per-006707,mx-sv-doc-002517,Testigo
mx-sv-per-006708,mx-sv-doc-002517,Testigo
mx-sv-per-006709,mx-sv-doc-002517,Testigo
mx-sv-per-006710,mx-sv-doc-002517,Escribano
mx-sv-per-006904,mx-sv-doc-002545,Vendedora
mx-sv-per-006906,mx-sv-doc-002545,comprador
mx-sv-per-006907,mx-sv-doc-002545,Testigo
mx-sv-per-006908,mx-sv-doc-002545,Testigo
mx-sv-per-006909,mx-sv-doc-002545,Testigo
mx-sv-per-006942,mx-sv-doc-002550,comprador
mx-sv-per-006941,mx-sv-doc-002550,Vendedor
mx-sv-per-006945,mx-sv-doc-002550,Testigo
mx-sv-per-006946,mx-sv-doc-002550,Testigo
mx-sv-per-006947,mx-sv-doc-002550,Testigo
mx-sv-per-006952,mx-sv-doc-002551,Testigo
mx-sv-per-006953,mx-sv-doc-002551,Testigo
mx-sv-per-006954,mx-sv-doc-002551,Testigo
mx-sv-per-006950,mx-sv-doc-002551,comprador
mx-sv-per-006948,mx-sv-doc-002551,Vendedor
mx-sv-per-006713,mx-sv-doc-002518,Vendedor
mx-sv-per-006713,mx-sv-doc-002518,Albacea Testamentario
mx-sv-per-006714,mx-sv-doc-002518,comprador
mx-sv-per-005637,mx-sv-doc-002518,Propietario (Difunto)
mx-sv-per-005637,mx-sv-doc-002518,Vendedor
mx-sv-per-006717,mx-sv-doc-002519,Vendedor
mx-sv-per-006717,mx-sv-doc-002519,Albacea
mx-sv-per-006718,mx-sv-doc-002519,Antiguo Propietario
mx-sv-per-006720,mx-sv-doc-002519,Albacea Testamentario
mx-sv-per-006719,mx-sv-doc-002519,Albacea Testamentario
mx-sv-per-006721,mx-sv-doc-002519,comprador
mx-sv-per-006722,mx-sv-doc-002519,Testigo
mx-sv-per-006723,mx-sv-doc-002519,Testigo
mx-sv-per-006724,mx-sv-doc-002519,Testigo
mx-sv-per-006728,mx-sv-doc-002520,Albacea Testamentario
mx-sv-per-006727,mx-sv-doc-002520,Albacea Testamentario
mx-sv-per-006730,mx-sv-doc-002520,Dueño Difunto
mx-sv-per-006730,mx-sv-doc-002520,Representante
mx-sv-per-006731,mx-sv-doc-002520,Representante
mx-sv-per-006731,mx-sv-doc-002520,Vendedor
mx-sv-per-006732,mx-sv-doc-002520,comprador
mx-sv-per-006733,mx-sv-doc-002520,Testigo
mx-sv-per-006734,mx-sv-doc-002520,Testigo
mx-sv-per-006735,mx-sv-doc-002520,Testigo
mx-sv-per-006739,mx-sv-doc-002521,Vendedor (Con Poder)
mx-sv-per-006742,mx-sv-doc-002521,comprador
mx-sv-per-006747,mx-sv-doc-002521,Vendedor Y Propietario
mx-sv-per-006748,mx-sv-doc-002521,Antiguo Propietario
mx-sv-per-006738,mx-sv-doc-002522,Dueño
mx-sv-per-006740,mx-sv-doc-002522,Representante
mx-sv-per-006741,mx-sv-doc-002522,Antiguo Propietario
mx-sv-per-006743,mx-sv-doc-002522,Vendedora
mx-sv-per-006744,mx-sv-doc-002522,Deudor
mx-sv-per-006744,mx-sv-doc-002522,Deudor
mx-sv-per-006750,mx-sv-doc-002523,Vendedor
mx-sv-per-006750,mx-sv-doc-002523,Representante
mx-sv-per-006751,mx-sv-doc-002523,Propietario
mx-sv-per-006753,mx-sv-doc-002523,comprador
mx-sv-per-006754,mx-sv-doc-002523,Testigo
mx-sv-per-006755,mx-sv-doc-002523,Testigo
mx-sv-per-006756,mx-sv-doc-002523,Testigo
mx-sv-per-006758,mx-sv-doc-002524,Propietario
mx-sv-per-006759,mx-sv-doc-002524,Vendedor
mx-sv-per-006641,mx-sv-doc-002525,Vendedor Y Propietario
mx-sv-per-006767,mx-sv-doc-002525,comprador
mx-sv-per-006640,mx-sv-doc-002525,Antiguo Propietario
mx-sv-per-006765,mx-sv-doc-002526,Vendedor
mx-sv-per-006766,mx-sv-doc-002526,Propietario
mx-sv-per-006768,mx-sv-doc-002526,comprador
mx-sv-per-006769,mx-sv-doc-002526,Testigo
mx-sv-per-006770,mx-sv-doc-002526,Testigo
mx-sv-per-006771,mx-sv-doc-002526,Testigo
mx-sv-per-007056,mx-sv-doc-002638,Vendedor
mx-sv-per-004051,mx-sv-doc-002638,comprador
mx-sv-per-006782,mx-sv-doc-002528,Vendedor (Con Poder)
mx-sv-per-006096,mx-sv-doc-002528,comprador
mx-sv-per-006783,mx-sv-doc-002528,Vendedor Y Propietario
mx-sv-per-006788,mx-sv-doc-002529,Vendedor
mx-sv-per-006790,mx-sv-doc-002529,comprador
mx-sv-per-006792,mx-sv-doc-002529,Testigo
mx-sv-per-006793,mx-sv-doc-002529,Testigo
mx-sv-per-006791,mx-sv-doc-002529,Testigo
mx-sv-per-006811,mx-sv-doc-002533,Otorgante Del Poder
mx-sv-per-006812,mx-sv-doc-002533,Receptor Del Poder
mx-sv-per-002768,mx-sv-doc-002533,dueño anterior
mx-sv-per-006813,mx-sv-doc-002533,dueño anterior
mx-sv-per-000657,mx-sv-doc-002534,dueño del esclavizado
mx-sv-per-006815,mx-sv-doc-002534,dueño anterior
mx-sv-per-006829,mx-sv-doc-002535,Vendedor
mx-sv-per-006830,mx-sv-doc-002535,comprador
mx-sv-per-006831,mx-sv-doc-002535,Antiguo Propietario
mx-sv-per-006832,mx-sv-doc-002535,Testigo
mx-sv-per-006833,mx-sv-doc-002535,Testigo
mx-sv-per-006834,mx-sv-doc-002535,Testigo
mx-sv-per-006836,mx-sv-doc-002536,Representante
mx-sv-per-006837,mx-sv-doc-002536,Propietario
mx-sv-per-006838,mx-sv-doc-002536,comprador
mx-sv-per-006839,mx-sv-doc-002536,Antiguo Propietario
mx-sv-per-006840,mx-sv-doc-002536,Testigo
mx-sv-per-006841,mx-sv-doc-002536,Testigo
mx-sv-per-006842,mx-sv-doc-002536,Testigo
mx-sv-per-006843,mx-sv-doc-002536,Escribano
mx-sv-per-006844,mx-sv-doc-002536,Escribano
mx-sv-per-006849,mx-sv-doc-002537,Dueña
mx-sv-per-006850,mx-sv-doc-002537,Acreedor
mx-sv-per-006853,mx-sv-doc-002538,Vendedor
mx-sv-per-006854,mx-sv-doc-002538,comprador
mx-sv-per-006855,mx-sv-doc-002538,Representante
mx-sv-per-006856,mx-sv-doc-002538,Vendedor
mx-sv-per-006857,mx-sv-doc-002538,Testigo
mx-sv-per-006858,mx-sv-doc-002538,Testigo
mx-sv-per-006859,mx-sv-doc-002538,Testigo
mx-sv-per-006862,mx-sv-doc-002539,comprador
mx-sv-per-006863,mx-sv-doc-002539,Representante
mx-sv-per-006861,mx-sv-doc-002539,Vendedor
mx-sv-per-006864,mx-sv-doc-002539,Vendedor
mx-sv-per-006865,mx-sv-doc-002539,Testigo
mx-sv-per-006866,mx-sv-doc-002539,Testigo
mx-sv-per-006867,mx-sv-doc-002539,Testigo
mx-sv-per-006871,mx-sv-doc-002540,Vendedor
mx-sv-per-006872,mx-sv-doc-002540,comprador
mx-sv-per-006873,mx-sv-doc-002540,Testigo
mx-sv-per-006874,mx-sv-doc-002540,Testigo
mx-sv-per-006875,mx-sv-doc-002540,Testigo
mx-sv-per-006878,mx-sv-doc-002541,Vendedor
mx-sv-per-006879,mx-sv-doc-002541,Propietario
mx-sv-per-006880,mx-sv-doc-002541,comprador
mx-sv-per-006881,mx-sv-doc-002541,Testigo
mx-sv-per-006882,mx-sv-doc-002541,Testigo
mx-sv-per-006883,mx-sv-doc-002541,Testigo
mx-sv-per-006885,mx-sv-doc-002542,Vendedor
mx-sv-per-006886,mx-sv-doc-002542,comprador
mx-sv-per-006888,mx-sv-doc-002542,Testigo
mx-sv-per-006889,mx-sv-doc-002542,Testigo
mx-sv-per-006887,mx-sv-doc-002542,Testigo
mx-sv-per-006922,mx-sv-doc-002547,Testigo
mx-sv-per-006923,mx-sv-doc-002547,Testigo
mx-sv-per-006921,mx-sv-doc-002547,Testigo
mx-sv-per-006920,mx-sv-doc-002547,dueño del esclavizado
mx-sv-per-006919,mx-sv-doc-002547,Apoderado
mx-sv-per-006918,mx-sv-doc-002547,otorgante
mx-sv-per-006963,mx-sv-doc-002553,Vendedor
mx-sv-per-006964,mx-sv-doc-002553,comprador
mx-sv-per-006965,mx-sv-doc-002553,Vendedor
mx-sv-per-006966,mx-sv-doc-002553,Vendedora Anterior
mx-sv-per-006968,mx-sv-doc-002553,Testigo
mx-sv-per-006969,mx-sv-doc-002553,Testigo
mx-sv-per-006967,mx-sv-doc-002553,Testigo
mx-sv-per-006972,mx-sv-doc-002554,comprador
mx-sv-per-006973,mx-sv-doc-002554,Vendedor
mx-sv-per-006974,mx-sv-doc-002554,Deudor
mx-sv-per-006974,mx-sv-doc-002554,Antiguo Propietario
mx-sv-per-006975,mx-sv-doc-002554,Apoderado
mx-sv-per-006976,mx-sv-doc-002554,Acreedor
mx-sv-per-006977,mx-sv-doc-002554,Acreedor
mx-sv-per-006978,mx-sv-doc-002554,Apoderado
mx-sv-per-006979,mx-sv-doc-002554,Testigo
mx-sv-per-006980,mx-sv-doc-002554,Testigo
mx-sv-per-006981,mx-sv-doc-002554,Testigo
mx-sv-per-006983,mx-sv-doc-002555,comprador
mx-sv-per-006984,mx-sv-doc-002555,Vendedor
mx-sv-per-006985,mx-sv-doc-002555,Antiguo Propietario
mx-sv-per-006985,mx-sv-doc-002555,Deudor
mx-sv-per-006986,mx-sv-doc-002555,Apoderado
mx-sv-per-006987,mx-sv-doc-002555,Acreedor
mx-sv-per-006988,mx-sv-doc-002555,Acreedor
mx-sv-per-006989,mx-sv-doc-002555,Apoderado
mx-sv-per-006992,mx-sv-doc-002555,Testigo
mx-sv-per-006990,mx-sv-doc-002555,Testigo
mx-sv-per-006991,mx-sv-doc-002555,Testigo
mx-sv-per-006995,mx-sv-doc-002556,comprador
mx-sv-per-006996,mx-sv-doc-002556,Vendedor
mx-sv-per-006997,mx-sv-doc-002556,Antiguo Propietario
mx-sv-per-006998,mx-sv-doc-002556,Apoderado
mx-sv-per-006999,mx-sv-doc-002556,Acreedor
mx-sv-per-007000,mx-sv-doc-002556,Acreedor
mx-sv-per-007001,mx-sv-doc-002556,Apoderado
mx-sv-per-007002,mx-sv-doc-002556,Testigo
mx-sv-per-007003,mx-sv-doc-002556,Testigo
mx-sv-per-007004,mx-sv-doc-002556,Testigo
mx-sv-per-007006,mx-sv-doc-002557,comprador
mx-sv-per-007008,mx-sv-doc-002557,Deudor
mx-sv-per-007007,mx-sv-doc-002557,Vendedor
mx-sv-per-007010,mx-sv-doc-002557,Apoderado
mx-sv-per-007011,mx-sv-doc-002557,Acreedor
mx-sv-per-007012,mx-sv-doc-002557,Acreedor
mx-sv-per-007013,mx-sv-doc-002557,Testigo
mx-sv-per-007014,mx-sv-doc-002557,Testigo
mx-sv-per-007015,mx-sv-doc-002557,Testigo
mx-sv-per-007018,mx-sv-doc-002558,comprador
mx-sv-per-007019,mx-sv-doc-002558,Vendedor
mx-sv-per-007020,mx-sv-doc-002558,Antiguo Propietario
mx-sv-per-007021,mx-sv-doc-002558,Apoderado
mx-sv-per-007024,mx-sv-doc-002558,Testigo
mx-sv-per-007022,mx-sv-doc-002558,Testigo
mx-sv-per-007023,mx-sv-doc-002558,Testigo
mx-sv-per-007027,mx-sv-doc-002559,comprador
mx-sv-per-007028,mx-sv-doc-002559,Vendedor
mx-sv-per-007029,mx-sv-doc-002559,Antiguo Propietario
mx-sv-per-007030,mx-sv-doc-002559,Acreedor
mx-sv-per-007031,mx-sv-doc-002559,Acreedor
mx-sv-per-007032,mx-sv-doc-002559,Testigo
mx-sv-per-007033,mx-sv-doc-002559,Testigo
mx-sv-per-007034,mx-sv-doc-002559,Testigo
mx-sv-per-007036,mx-sv-doc-002560,Vendedor
mx-sv-per-003988,mx-sv-doc-002560,comprador
mx-sv-per-002918,mx-sv-doc-002561,Albacea
mx-sv-per-007038,mx-sv-doc-002561,Dueño Difunto
mx-sv-per-006178,mx-sv-doc-002561,comprador
mx-sv-per-007040,mx-sv-doc-002562,Vendedor
mx-sv-per-007041,mx-sv-doc-002562,Vendedor
mx-sv-per-007042,mx-sv-doc-002562,intermediario
mx-sv-per-007043,mx-sv-doc-002562,comprador
mx-sv-per-007045,mx-sv-doc-002563,Vendedor
mx-sv-per-007046,mx-sv-doc-002563,Albacea
mx-sv-per-002910,mx-sv-doc-002563,comprador
mx-sv-per-003331,mx-sv-doc-002564,Vendedor
mx-sv-per-004056,mx-sv-doc-002564,comprador
mx-sv-per-003990,mx-sv-doc-002565,Vendedor
mx-sv-per-006148,mx-sv-doc-002565,comprador
mx-sv-per-007050,mx-sv-doc-002566,Vendedor
mx-sv-per-006178,mx-sv-doc-002566,comprador
mx-sv-per-002998,mx-sv-doc-002567,Vendedor
mx-sv-per-006148,mx-sv-doc-002567,comprador
mx-sv-per-008145,mx-sv-doc-002917,Vendedor
mx-sv-per-008146,mx-sv-doc-002917,intermediario
mx-sv-per-007043,mx-sv-doc-002917,comprador
mx-sv-per-006178,mx-sv-doc-002568,Vendedor
mx-sv-per-002998,mx-sv-doc-002568,comprador
mx-sv-per-007055,mx-sv-doc-002569,Vendedor
mx-sv-per-007056,mx-sv-doc-002569,comprador
mx-sv-per-007058,mx-sv-doc-002570,Dueño Difunto
mx-sv-per-007059,mx-sv-doc-002570,Albacea
mx-sv-per-007060,mx-sv-doc-002570,Albacea
mx-sv-per-007061,mx-sv-doc-002570,comprador
mx-sv-per-007063,mx-sv-doc-002571,Vendedor
mx-sv-per-007064,mx-sv-doc-002571,intermediario
mx-sv-per-007046,mx-sv-doc-002571,comprador
mx-sv-per-007066,mx-sv-doc-002572,Vendedor
mx-sv-per-007067,mx-sv-doc-002572,comprador
mx-sv-per-007069,mx-sv-doc-002573,Vendedor
mx-sv-per-007070,mx-sv-doc-002573,comprador
mx-sv-per-002901,mx-sv-doc-002574,Dueño Difunto
mx-sv-per-003005,mx-sv-doc-002574,Albacea
mx-sv-per-007072,mx-sv-doc-002574,comprador
mx-sv-per-007074,mx-sv-doc-002575,Vendedor
mx-sv-per-007042,mx-sv-doc-002575,intermediario
mx-sv-per-004051,mx-sv-doc-002575,comprador
mx-sv-per-007076,mx-sv-doc-002576,Vendedor
mx-sv-per-007077,mx-sv-doc-002576,comprador
