persona_idno,documento_idno,rol_evento
mx-sv-per-000606,mx-sv-doc-000635,comprador
mx-sv-per-002059,mx-sv-doc-000636,otorgante
mx-sv-per-002067,mx-sv-doc-000636,comprador
mx-sv-per-002068,mx-sv-doc-000636,intermediario
mx-sv-per-002068,mx-sv-doc-000636,Apoderado
mx-sv-per-002059,mx-sv-doc-000637,otorgante
mx-sv-per-002067,mx-sv-doc-000637,comprador
mx-sv-per-002068,mx-sv-doc-000637,Apoderado
mx-sv-per-002068,mx-sv-doc-000637,intermediario
mx-sv-per-002059,mx-sv-doc-000638,otorgante
mx-sv-per-001822,mx-sv-doc-000638,comprador
mx-sv-per-003780,mx-sv-doc-002927,Vendedor
mx-sv-per-003982,mx-sv-doc-002927,comprador
mx-sv-per-008415,mx-sv-doc-003030,Vendedor
mx-sv-per-002059,mx-sv-doc-000639,otorgante
mx-sv-per-002074,mx-sv-doc-000639,comprador
mx-sv-per-002059,mx-sv-doc-000640,otorgante
mx-sv-per-000636,mx-sv-doc-000640,comprador
mx-sv-per-002059,mx-sv-doc-000641,otorgante
mx-sv-per-002082,mx-sv-doc-000641,comprador
mx-sv-per-002059,mx-sv-doc-000642,otorgante
mx-sv-per-002089,mx-sv-doc-000643,Vendedor
mx-sv-per-002090,mx-sv-doc-000643,comprador
mx-sv-per-001239,mx-sv-doc-000644,Vendedor
mx-sv-per-001423,mx-sv-doc-000644,comprador
mx-sv-per-001249,mx-sv-doc-000645,intermediario
mx-sv-per-002093,mx-sv-doc-000645,Vendedor
mx-sv-per-002093,mx-sv-doc-000645,Otorgante Del Poder
mx-sv-per-002094,mx-sv-doc-000645,comprador
mx-sv-per-002096,mx-sv-doc-000646,Vendedor
mx-sv-per-001262,mx-sv-doc-000646,comprador
mx-sv-per-001410,mx-sv-doc-000647,Vendedor
mx-sv-per-002098,mx-sv-doc-000647,comprador
mx-sv-per-001425,mx-sv-doc-000648,Vendedor
mx-sv-per-002100,mx-sv-doc-000648,comprador
mx-sv-per-005491,mx-sv-doc-002292,comprador
mx-sv-per-005490,mx-sv-doc-002292,Vendedor
mx-sv-per-005496,mx-sv-doc-002292,Testigo
mx-sv-per-005494,mx-sv-doc-002292,Testigo
mx-sv-per-005495,mx-sv-doc-002292,Testigo
mx-sv-per-008417,mx-sv-doc-003031,Vendedor
mx-sv-per-008418,mx-sv-doc-003031,comprador
mx-sv-per-002102,mx-sv-doc-000649,Vendedor
mx-sv-per-002103,mx-sv-doc-000649,comprador
mx-sv-per-002105,mx-sv-doc-000650,Vendedor
mx-sv-per-001359,mx-sv-doc-000650,comprador
mx-sv-per-001237,mx-sv-doc-000651,Vendedor
mx-sv-per-001351,mx-sv-doc-000651,comprador
mx-sv-per-001410,mx-sv-doc-000652,Vendedor
mx-sv-per-002108,mx-sv-doc-000652,comprador
mx-sv-per-002112,mx-sv-doc-000653,Vendedor
mx-sv-per-002113,mx-sv-doc-000653,Vendedor
mx-sv-per-002059,mx-sv-doc-000654,otorgante
mx-sv-per-002115,mx-sv-doc-000654,comprador
mx-sv-per-002115,mx-sv-doc-000654,comprador
mx-sv-per-002059,mx-sv-doc-000655,otorgante
mx-sv-per-002123,mx-sv-doc-000655,comprador
mx-sv-per-002124,mx-sv-doc-000655,Financiero
mx-sv-per-002059,mx-sv-doc-000656,otorgante
mx-sv-per-002124,mx-sv-doc-000656,comprador
mx-sv-per-002059,mx-sv-doc-000657,otorgante
mx-sv-per-002140,mx-sv-doc-000657,comprador
mx-sv-per-002059,mx-sv-doc-000658,otorgante
mx-sv-per-002142,mx-sv-doc-000658,comprador
mx-sv-per-002059,mx-sv-doc-000659,otorgante
mx-sv-per-000636,mx-sv-doc-000659,comprador
mx-sv-per-004017,mx-sv-doc-003032,Vendedor
mx-sv-per-008419,mx-sv-doc-003032,comprador
mx-sv-per-002145,mx-sv-doc-000660,Vendedor
mx-sv-per-001451,mx-sv-doc-000660,comprador
mx-sv-per-002147,mx-sv-doc-000661,Vendedor
mx-sv-per-002148,mx-sv-doc-000661,comprador
mx-sv-per-002150,mx-sv-doc-000662,Vendedor
mx-sv-per-001451,mx-sv-doc-000662,comprador
mx-sv-per-002152,mx-sv-doc-000663,Vendedor
mx-sv-per-002147,mx-sv-doc-000663,comprador
mx-sv-per-002156,mx-sv-doc-000664,otorgante
mx-sv-per-002157,mx-sv-doc-000664,comprador
mx-sv-per-002159,mx-sv-doc-000665,otorgante
mx-sv-per-002160,mx-sv-doc-000665,intermediario
mx-sv-per-000767,mx-sv-doc-000665,comprador
mx-sv-per-002162,mx-sv-doc-000666,otorgante
mx-sv-per-002163,mx-sv-doc-000666,Dueño Difunto
mx-sv-per-002164,mx-sv-doc-000666,comprador
mx-sv-per-002165,mx-sv-doc-000666,Fiador
mx-sv-per-008401,mx-sv-doc-003033,Vendedor
mx-sv-per-008219,mx-sv-doc-003033,comprador
mx-sv-per-000848,mx-sv-doc-000667,otorgante
mx-sv-per-002167,mx-sv-doc-000667,Apoderado
mx-sv-per-002169,mx-sv-doc-000668,otorgante
mx-sv-per-002170,mx-sv-doc-000668,comprador
mx-sv-per-001217,mx-sv-doc-000669,otorgante
mx-sv-per-002173,mx-sv-doc-000669,comprador
mx-sv-per-001410,mx-sv-doc-000670,Vendedor
mx-sv-per-002175,mx-sv-doc-000670,comprador
mx-sv-per-001578,mx-sv-doc-000671,Vendedor
mx-sv-per-002177,mx-sv-doc-000671,comprador
mx-sv-per-002179,mx-sv-doc-000672,Vendedor
mx-sv-per-002180,mx-sv-doc-000672,comprador
mx-sv-per-001460,mx-sv-doc-000673,Vendedor
mx-sv-per-002183,mx-sv-doc-000673,comprador
mx-sv-per-001575,mx-sv-doc-000674,Vendedor
mx-sv-per-002103,mx-sv-doc-000674,comprador
mx-sv-per-002186,mx-sv-doc-000675,Vendedor
mx-sv-per-002187,mx-sv-doc-000675,comprador
mx-sv-per-002189,mx-sv-doc-000676,otorgante
mx-sv-per-002190,mx-sv-doc-000676,comprador
mx-sv-per-002191,mx-sv-doc-000676,dueño anterior
mx-sv-per-002192,mx-sv-doc-000676,dueño anterior
mx-sv-per-002198,mx-sv-doc-000677,otorgante
mx-sv-per-002199,mx-sv-doc-000677,Heredero
mx-sv-per-002200,mx-sv-doc-000677,Heredero
mx-sv-per-002202,mx-sv-doc-000678,otorgante
mx-sv-per-000607,mx-sv-doc-000678,comprador
mx-sv-per-002203,mx-sv-doc-000678,dueño anterior
mx-sv-per-002205,mx-sv-doc-000679,otorgante
mx-sv-per-002207,mx-sv-doc-000679,dueño anterior
mx-sv-per-002206,mx-sv-doc-000679,comprador
mx-sv-per-002074,mx-sv-doc-000681,dueño del esclavizado
mx-sv-per-002210,mx-sv-doc-000681,dueño anterior
mx-sv-per-000109,mx-sv-doc-000682,otorgante
mx-sv-per-000636,mx-sv-doc-000682,comprador
mx-sv-per-002059,mx-sv-doc-000682,dueño anterior
mx-sv-per-000109,mx-sv-doc-000683,otorgante
mx-sv-per-000074,mx-sv-doc-000683,comprador
mx-sv-per-002059,mx-sv-doc-000683,dueño anterior
mx-sv-per-002218,mx-sv-doc-000684,Vendedor
mx-sv-per-002219,mx-sv-doc-000684,Portador De La Carta Poder
mx-sv-per-007556,mx-sv-doc-002928,Vendedor
mx-sv-per-007558,mx-sv-doc-002928,comprador
mx-sv-per-002221,mx-sv-doc-000685,comprador
mx-sv-per-002223,mx-sv-doc-000685,dueño anterior
mx-sv-per-002222,mx-sv-doc-000685,Portador De La Carta Poder
mx-sv-per-002225,mx-sv-doc-000686,Vendedor
mx-sv-per-002226,mx-sv-doc-000686,Vendedor
mx-sv-per-002227,mx-sv-doc-000686,comprador
mx-sv-per-002228,mx-sv-doc-000686,Madre
mx-sv-per-001480,mx-sv-doc-000687,otorgante
mx-sv-per-002230,mx-sv-doc-000687,comprador
mx-sv-per-002232,mx-sv-doc-000689,otorgante
mx-sv-per-002238,mx-sv-doc-000689,comprador
mx-sv-per-002240,mx-sv-doc-000690,otorgante
mx-sv-per-002241,mx-sv-doc-000690,comprador
mx-sv-per-008424,mx-sv-doc-003035,Dueño Difunto
mx-sv-per-006555,mx-sv-doc-003035,Albacea
mx-sv-per-008425,mx-sv-doc-003035,comprador
mx-sv-per-000848,mx-sv-doc-000691,otorgante
mx-sv-per-002242,mx-sv-doc-000691,comprador
mx-sv-per-002244,mx-sv-doc-000692,Vendedor
mx-sv-per-002245,mx-sv-doc-000692,comprador
mx-sv-per-002248,mx-sv-doc-000693,otorgante
mx-sv-per-001585,mx-sv-doc-000693,comprador
mx-sv-per-001585,mx-sv-doc-000694,comprador
mx-sv-per-002250,mx-sv-doc-000694,otorgante
mx-sv-per-001997,mx-sv-doc-000695,otorgante
mx-sv-per-002251,mx-sv-doc-000695,comprador
mx-sv-per-002253,mx-sv-doc-000696,otorgante
mx-sv-per-002254,mx-sv-doc-000696,comprador
mx-sv-per-001413,mx-sv-doc-000699,Vendedor
mx-sv-per-001573,mx-sv-doc-000699,comprador
mx-sv-per-001425,mx-sv-doc-000700,Vendedor
mx-sv-per-001570,mx-sv-doc-000700,comprador
mx-sv-per-002266,mx-sv-doc-000701,otorgante
mx-sv-per-002267,mx-sv-doc-000701,comprador
mx-sv-per-002268,mx-sv-doc-000701,Testigo
mx-sv-per-002269,mx-sv-doc-000701,Testigo
mx-sv-per-008427,mx-sv-doc-003036,Dueño Difunto
mx-sv-per-008207,mx-sv-doc-003036,intermediario
mx-sv-per-008313,mx-sv-doc-003036,comprador
mx-sv-per-002271,mx-sv-doc-000702,otorgante
mx-sv-per-002272,mx-sv-doc-000702,comprador
mx-sv-per-002273,mx-sv-doc-000702,Testigo
mx-sv-per-002274,mx-sv-doc-000702,Testigo
mx-sv-per-002276,mx-sv-doc-000703,otorgante
mx-sv-per-002277,mx-sv-doc-000703,comprador
mx-sv-per-002279,mx-sv-doc-000704,otorgante
mx-sv-per-002280,mx-sv-doc-000704,comprador
mx-sv-per-002282,mx-sv-doc-000705,otorgante
mx-sv-per-002283,mx-sv-doc-000705,comprador
mx-sv-per-002285,mx-sv-doc-000706,otorgante
mx-sv-per-002286,mx-sv-doc-000706,comprador
mx-sv-per-002287,mx-sv-doc-000706,Escribano
mx-sv-per-002289,mx-sv-doc-000707,otorgante
mx-sv-per-002290,mx-sv-doc-000707,comprador
mx-sv-per-001740,mx-sv-doc-000708,otorgante
mx-sv-per-002291,mx-sv-doc-000708,comprador
mx-sv-per-002291,mx-sv-doc-000709,otorgante
mx-sv-per-002292,mx-sv-doc-000709,comprador
mx-sv-per-002295,mx-sv-doc-000710,otorgante
mx-sv-per-001987,mx-sv-doc-000710,comprador
mx-sv-per-002296,mx-sv-doc-000710,dueño anterior
mx-sv-per-001580,mx-sv-doc-000711,otorgante
mx-sv-per-002298,mx-sv-doc-000711,comprador
mx-sv-per-002300,mx-sv-doc-000712,otorgante
mx-sv-per-002301,mx-sv-doc-000712,comprador
mx-sv-per-007486,mx-sv-doc-003037,Dueño Difunto
mx-sv-per-007468,mx-sv-doc-003037,Albacea
mx-sv-per-003005,mx-sv-doc-003037,comprador
mx-sv-per-002303,mx-sv-doc-000713,otorgante
mx-sv-per-002304,mx-sv-doc-000713,comprador
mx-sv-per-002306,mx-sv-doc-000714,otorgante
mx-sv-per-002307,mx-sv-doc-000714,comprador
mx-sv-per-002309,mx-sv-doc-000715,otorgante
mx-sv-per-002310,mx-sv-doc-000715,comprador
mx-sv-per-002290,mx-sv-doc-000716,otorgante
mx-sv-per-002312,mx-sv-doc-000716,comprador
mx-sv-per-002315,mx-sv-doc-000717,otorgante
mx-sv-per-001930,mx-sv-doc-000717,comprador
mx-sv-per-000509,mx-sv-doc-000718,otorgante
mx-sv-per-002317,mx-sv-doc-000718,comprador
mx-sv-per-001217,mx-sv-doc-000719,otorgante
mx-sv-per-002320,mx-sv-doc-000719,comprador
mx-sv-per-002322,mx-sv-doc-000720,otorgante
mx-sv-per-002323,mx-sv-doc-000720,comprador
mx-sv-per-003568,mx-sv-doc-001214,Dueño Difunto
mx-sv-per-003005,mx-sv-doc-001214,Albacea
mx-sv-per-003005,mx-sv-doc-001214,Vendedor
mx-sv-per-003569,mx-sv-doc-001214,comprador
mx-sv-per-008408,mx-sv-doc-003038,Dueño Difunto
mx-sv-per-008409,mx-sv-doc-003038,Albacea
mx-sv-per-006583,mx-sv-doc-003038,comprador
mx-sv-per-001987,mx-sv-doc-000721,otorgante
mx-sv-per-000593,mx-sv-doc-000721,comprador
mx-sv-per-002326,mx-sv-doc-000722,otorgante
mx-sv-per-001910,mx-sv-doc-000722,comprador
mx-sv-per-001454,mx-sv-doc-000723,intermediario
mx-sv-per-002328,mx-sv-doc-000723,Vendedor
mx-sv-per-002328,mx-sv-doc-000723,Otorgante Del Poder
mx-sv-per-002329,mx-sv-doc-000723,comprador
mx-sv-per-002331,mx-sv-doc-000724,Vendedor
mx-sv-per-002332,mx-sv-doc-000724,Vendedor
mx-sv-per-001578,mx-sv-doc-000725,Vendedor
mx-sv-per-002334,mx-sv-doc-000725,comprador
mx-sv-per-005508,mx-sv-doc-002295,comprador
mx-sv-per-005509,mx-sv-doc-002295,Vendedor (Con Poder)
mx-sv-per-005512,mx-sv-doc-002295,Testigo
mx-sv-per-005510,mx-sv-doc-002295,Testigo
mx-sv-per-005511,mx-sv-doc-002295,Testigo
mx-sv-per-002336,mx-sv-doc-000726,intermediario
mx-sv-per-002337,mx-sv-doc-000726,Vendedor
mx-sv-per-002338,mx-sv-doc-000726,comprador
mx-sv-per-002340,mx-sv-doc-000727,otorgante
mx-sv-per-002341,mx-sv-doc-000727,comprador
mx-sv-per-001580,mx-sv-doc-000728,otorgante
mx-sv-per-001145,mx-sv-doc-000728,comprador
mx-sv-per-002344,mx-sv-doc-000729,otorgante
mx-sv-per-002346,mx-sv-doc-000729,comprador
mx-sv-per-002347,mx-sv-doc-000729,Pagador
mx-sv-per-002348,mx-sv-doc-000730,Vendedor
mx-sv-per-001162,mx-sv-doc-000730,comprador
mx-sv-per-008431,mx-sv-doc-003039,Dueño Difunto
mx-sv-per-007580,mx-sv-doc-003039,Albacea
mx-sv-per-008432,mx-sv-doc-003039,comprador
mx-sv-per-002350,mx-sv-doc-000731,otorgante
mx-sv-per-002238,mx-sv-doc-000731,comprador
mx-sv-per-001930,mx-sv-doc-000732,otorgante
mx-sv-per-002351,mx-sv-doc-000732,comprador
mx-sv-per-001928,mx-sv-doc-000732,dueño anterior
mx-sv-per-001929,mx-sv-doc-000732,dueño anterior
mx-sv-per-002353,mx-sv-doc-000733,Vendedor
mx-sv-per-001413,mx-sv-doc-000733,comprador
mx-sv-per-001716,mx-sv-doc-000766,otorgante
mx-sv-per-002447,mx-sv-doc-000766,comprador
mx-sv-per-002355,mx-sv-doc-000734,otorgante
mx-sv-per-002301,mx-sv-doc-000734,comprador
mx-sv-per-002360,mx-sv-doc-000735,Vendedor
mx-sv-per-002361,mx-sv-doc-000735,Vendedor
mx-sv-per-001433,mx-sv-doc-000735,comprador
mx-sv-per-002357,mx-sv-doc-000736,otorgante
mx-sv-per-002358,mx-sv-doc-000736,comprador
mx-sv-per-002363,mx-sv-doc-000737,Vendedor
mx-sv-per-002364,mx-sv-doc-000737,comprador
mx-sv-per-002366,mx-sv-doc-000738,comprador
mx-sv-per-002369,mx-sv-doc-000738,dueño anterior
mx-sv-per-002365,mx-sv-doc-000738,Albacea Testamentario
mx-sv-per-002370,mx-sv-doc-000739,Vendedor
mx-sv-per-002371,mx-sv-doc-000739,Madre
mx-sv-per-002374,mx-sv-doc-000740,Vendedor
mx-sv-per-002375,mx-sv-doc-000740,comprador
mx-sv-per-008434,mx-sv-doc-003040,Vendedor
mx-sv-per-008435,mx-sv-doc-003040,intermediario
mx-sv-per-006555,mx-sv-doc-003040,comprador
mx-sv-per-002379,mx-sv-doc-000741,Administrador De Los Bienes
mx-sv-per-002380,mx-sv-doc-000741,dueño del esclavizado
mx-sv-per-002381,mx-sv-doc-000741,Apoderado
mx-sv-per-002382,mx-sv-doc-000741,Apoderado
mx-sv-per-002388,mx-sv-doc-000742,otorgante
mx-sv-per-002389,mx-sv-doc-000742,comprador
mx-sv-per-001910,mx-sv-doc-000743,otorgante
mx-sv-per-002391,mx-sv-doc-000743,comprador
mx-sv-per-002393,mx-sv-doc-000744,otorgante
mx-sv-per-002394,mx-sv-doc-000744,comprador
mx-sv-per-002396,mx-sv-doc-000745,otorgante
mx-sv-per-001689,mx-sv-doc-000745,comprador
mx-sv-per-002398,mx-sv-doc-000746,Vendedor
mx-sv-per-002399,mx-sv-doc-000746,intermediario
mx-sv-per-002400,mx-sv-doc-000746,comprador
mx-sv-per-000821,mx-sv-doc-000747,dueño del esclavizado
mx-sv-per-000820,mx-sv-doc-000747,comprador
mx-sv-per-000819,mx-sv-doc-000747,intermediario
mx-sv-per-000819,mx-sv-doc-000747,Apoderado
mx-sv-per-000039,mx-sv-doc-000747,dueño anterior
mx-sv-per-001749,mx-sv-doc-000748,otorgante
mx-sv-per-001674,mx-sv-doc-000748,comprador
mx-sv-per-001588,mx-sv-doc-000749,otorgante
mx-sv-per-002003,mx-sv-doc-000749,comprador
mx-sv-per-008437,mx-sv-doc-003041,Vendedor
mx-sv-per-008438,mx-sv-doc-003041,comprador
mx-sv-per-001460,mx-sv-doc-003042,Vendedor
mx-sv-per-007067,mx-sv-doc-003042,comprador
mx-sv-per-002406,mx-sv-doc-000750,otorgante
mx-sv-per-002407,mx-sv-doc-000750,comprador
mx-sv-per-001083,mx-sv-doc-000750,Fiador
mx-sv-per-002408,mx-sv-doc-000750,Fiador
mx-sv-per-000504,mx-sv-doc-000751,otorgante
mx-sv-per-000820,mx-sv-doc-000751,comprador
mx-sv-per-002410,mx-sv-doc-000751,dueño anterior
mx-sv-per-002411,mx-sv-doc-000751,dueño anterior
mx-sv-per-001477,mx-sv-doc-000752,otorgante
mx-sv-per-001757,mx-sv-doc-000752,comprador
mx-sv-per-000820,mx-sv-doc-000753,dueño del esclavizado
mx-sv-per-002414,mx-sv-doc-000753,intermediario
mx-sv-per-001821,mx-sv-doc-000754,otorgante
mx-sv-per-001820,mx-sv-doc-000754,comprador
mx-sv-per-000040,mx-sv-doc-000755,otorgante
mx-sv-per-000014,mx-sv-doc-000755,dueño anterior
mx-sv-per-002419,mx-sv-doc-000755,comprador
mx-sv-per-000012,mx-sv-doc-000756,otorgante
mx-sv-per-000013,mx-sv-doc-000756,comprador
mx-sv-per-000014,mx-sv-doc-000756,dueño anterior
mx-sv-per-002422,mx-sv-doc-000757,otorgante
mx-sv-per-002423,mx-sv-doc-000757,comprador
mx-sv-per-002424,mx-sv-doc-000757,dueño anterior
mx-sv-per-002425,mx-sv-doc-000757,dueño anterior
mx-sv-per-000112,mx-sv-doc-000758,otorgante
mx-sv-per-000414,mx-sv-doc-000758,comprador
mx-sv-per-000415,mx-sv-doc-000758,dueño anterior
mx-sv-per-001881,mx-sv-doc-000779,otorgante
mx-sv-per-002479,mx-sv-doc-000779,comprador
mx-sv-per-002431,mx-sv-doc-000759,otorgante
mx-sv-per-001954,mx-sv-doc-000759,comprador
mx-sv-per-002433,mx-sv-doc-000760,otorgante
mx-sv-per-001588,mx-sv-doc-000760,comprador
mx-sv-per-001645,mx-sv-doc-000761,otorgante
mx-sv-per-001954,mx-sv-doc-000761,comprador
mx-sv-per-001907,mx-sv-doc-000762,otorgante
mx-sv-per-002436,mx-sv-doc-000762,comprador
mx-sv-per-002438,mx-sv-doc-000763,otorgante
mx-sv-per-001588,mx-sv-doc-000763,comprador
mx-sv-per-002440,mx-sv-doc-000764,otorgante
mx-sv-per-002442,mx-sv-doc-000764,dueño anterior
mx-sv-per-001930,mx-sv-doc-000764,comprador
mx-sv-per-002441,mx-sv-doc-000764,Dueño Difunto
mx-sv-per-002444,mx-sv-doc-000765,otorgante
mx-sv-per-002445,mx-sv-doc-000765,intermediario
mx-sv-per-001702,mx-sv-doc-000765,comprador
mx-sv-per-001987,mx-sv-doc-000767,otorgante
mx-sv-per-002449,mx-sv-doc-000767,comprador
mx-sv-per-000760,mx-sv-doc-000768,otorgante
mx-sv-per-002295,mx-sv-doc-000768,comprador
mx-sv-per-002452,mx-sv-doc-000769,otorgante
mx-sv-per-001749,mx-sv-doc-000769,comprador
mx-sv-per-003464,mx-sv-doc-001331,Vendedor
mx-sv-per-003590,mx-sv-doc-001331,comprador
mx-sv-per-002481,mx-sv-doc-000780,Vendedor
mx-sv-per-002482,mx-sv-doc-000780,comprador
mx-sv-per-002455,mx-sv-doc-000770,otorgante
mx-sv-per-002456,mx-sv-doc-000770,otorgante
mx-sv-per-002457,mx-sv-doc-000770,Dueño Difunto
mx-sv-per-002458,mx-sv-doc-000770,comprador
mx-sv-per-002460,mx-sv-doc-000771,otorgante
mx-sv-per-002461,mx-sv-doc-000771,comprador
mx-sv-per-002463,mx-sv-doc-000772,otorgante
mx-sv-per-002464,mx-sv-doc-000772,comprador
mx-sv-per-002466,mx-sv-doc-000773,otorgante
mx-sv-per-001689,mx-sv-doc-000773,comprador
mx-sv-per-002468,mx-sv-doc-000774,otorgante
mx-sv-per-002469,mx-sv-doc-000774,intermediario
mx-sv-per-002470,mx-sv-doc-000774,comprador
mx-sv-per-002464,mx-sv-doc-000775,otorgante
mx-sv-per-001734,mx-sv-doc-000775,comprador
mx-sv-per-001585,mx-sv-doc-000775,Pagador
mx-sv-per-002301,mx-sv-doc-000776,otorgante
mx-sv-per-002473,mx-sv-doc-000776,comprador
mx-sv-per-002475,mx-sv-doc-000777,otorgante
mx-sv-per-001480,mx-sv-doc-000777,comprador
mx-sv-per-002477,mx-sv-doc-000778,otorgante
mx-sv-per-002295,mx-sv-doc-000778,comprador
mx-sv-per-002484,mx-sv-doc-000781,Vendedor
mx-sv-per-002484,mx-sv-doc-000781,Otorgante Del Poder
mx-sv-per-002485,mx-sv-doc-000781,intermediario
mx-sv-per-002486,mx-sv-doc-000781,comprador
mx-sv-per-002489,mx-sv-doc-000782,Albacea
mx-sv-per-002489,mx-sv-doc-000782,Vendedor
mx-sv-per-001346,mx-sv-doc-000782,Dueño Difunto
mx-sv-per-001413,mx-sv-doc-000782,comprador
mx-sv-per-001460,mx-sv-doc-000783,Vendedor
mx-sv-per-002491,mx-sv-doc-000783,comprador
mx-sv-per-002348,mx-sv-doc-000784,Vendedor
mx-sv-per-001162,mx-sv-doc-000784,comprador
mx-sv-per-001578,mx-sv-doc-000785,Vendedor
mx-sv-per-002482,mx-sv-doc-000785,comprador
mx-sv-per-002498,mx-sv-doc-000786,otorgante
mx-sv-per-002499,mx-sv-doc-000786,comprador
mx-sv-per-002500,mx-sv-doc-000786,Testigo
mx-sv-per-002501,mx-sv-doc-000786,Testigo
mx-sv-per-002503,mx-sv-doc-000787,otorgante
mx-sv-per-002504,mx-sv-doc-000787,comprador
mx-sv-per-002505,mx-sv-doc-000787,Testigo
mx-sv-per-002506,mx-sv-doc-000787,Testigo
mx-sv-per-002508,mx-sv-doc-000788,otorgante
mx-sv-per-002510,mx-sv-doc-000788,comprador
mx-sv-per-002509,mx-sv-doc-000788,otorgante
mx-sv-per-002514,mx-sv-doc-000789,comprador
mx-sv-per-002513,mx-sv-doc-000789,otorgante
mx-sv-per-002516,mx-sv-doc-000790,otorgante
mx-sv-per-002517,mx-sv-doc-000790,comprador
mx-sv-per-002518,mx-sv-doc-000790,Testigo
mx-sv-per-002519,mx-sv-doc-000790,Testigo
mx-sv-per-002523,mx-sv-doc-000791,otorgante
mx-sv-per-002524,mx-sv-doc-000791,otorgante
mx-sv-per-002525,mx-sv-doc-000791,comprador
mx-sv-per-002527,mx-sv-doc-000792,otorgante
mx-sv-per-002528,mx-sv-doc-000792,comprador
mx-sv-per-002529,mx-sv-doc-000792,Testigo
mx-sv-per-002530,mx-sv-doc-000792,Testigo
mx-sv-per-005517,mx-sv-doc-002296,otorgante
mx-sv-per-005514,mx-sv-doc-002296,Testigo
mx-sv-per-005515,mx-sv-doc-002296,Testigo
mx-sv-per-005516,mx-sv-doc-002296,Testigo
mx-sv-per-005518,mx-sv-doc-002296,Apoderado
mx-sv-per-007491,mx-sv-doc-002936,Vendedor
mx-sv-per-007468,mx-sv-doc-002936,intermediario
mx-sv-per-008201,mx-sv-doc-002936,comprador
mx-sv-per-002552,mx-sv-doc-000813,Vendedor
mx-sv-per-002553,mx-sv-doc-000813,comprador
mx-sv-per-002555,mx-sv-doc-000814,Vendedor
mx-sv-per-002556,mx-sv-doc-000814,comprador
mx-sv-per-002559,mx-sv-doc-000815,Vendedor
mx-sv-per-002560,mx-sv-doc-000815,comprador
mx-sv-per-002561,mx-sv-doc-000815,comprador
mx-sv-per-002563,mx-sv-doc-000816,Vendedor
mx-sv-per-002564,mx-sv-doc-000816,Vendedor
mx-sv-per-001239,mx-sv-doc-000816,comprador
mx-sv-per-002566,mx-sv-doc-000817,Vendedor
mx-sv-per-002567,mx-sv-doc-000817,comprador
mx-sv-per-002569,mx-sv-doc-000818,Vendedor
mx-sv-per-002570,mx-sv-doc-000818,comprador
mx-sv-per-005099,mx-sv-doc-002229,Albacea Testamentario
mx-sv-per-005100,mx-sv-doc-002229,Dueño Difunto
mx-sv-per-005104,mx-sv-doc-002229,Testigo
mx-sv-per-005103,mx-sv-doc-002229,Testigo
mx-sv-per-002572,mx-sv-doc-000819,Vendedor
mx-sv-per-002103,mx-sv-doc-000819,comprador
mx-sv-per-002574,mx-sv-doc-000820,Vendedor
mx-sv-per-002575,mx-sv-doc-000820,comprador
mx-sv-per-002577,mx-sv-doc-000821,Vendedor
mx-sv-per-002578,mx-sv-doc-000821,comprador
mx-sv-per-002580,mx-sv-doc-000822,Vendedor
mx-sv-per-002580,mx-sv-doc-000822,Otorgante Del Poder
mx-sv-per-002581,mx-sv-doc-000822,intermediario
mx-sv-per-002582,mx-sv-doc-000822,comprador
mx-sv-per-002584,mx-sv-doc-000823,Vendedor
mx-sv-per-002585,mx-sv-doc-000823,Vendedor
mx-sv-per-002586,mx-sv-doc-000823,comprador
mx-sv-per-002588,mx-sv-doc-000824,Vendedor
mx-sv-per-002187,mx-sv-doc-000824,comprador
mx-sv-per-002591,mx-sv-doc-000825,Vendedor
mx-sv-per-002591,mx-sv-doc-000825,Otorgante Del Poder
mx-sv-per-002590,mx-sv-doc-000825,intermediario
mx-sv-per-002592,mx-sv-doc-000825,comprador
mx-sv-per-002594,mx-sv-doc-000826,Vendedor
mx-sv-per-002595,mx-sv-doc-000826,comprador
mx-sv-per-002597,mx-sv-doc-000827,Vendedor
mx-sv-per-002598,mx-sv-doc-000827,comprador
mx-sv-per-002600,mx-sv-doc-000828,Vendedor
mx-sv-per-002598,mx-sv-doc-000828,comprador
mx-sv-per-003764,mx-sv-doc-001332,Vendedor
mx-sv-per-003765,mx-sv-doc-001332,intermediario
mx-sv-per-003514,mx-sv-doc-001332,comprador
mx-sv-per-008447,mx-sv-doc-003049,Vendedor
mx-sv-per-002334,mx-sv-doc-000829,Vendedor
mx-sv-per-002602,mx-sv-doc-000829,comprador
mx-sv-per-002604,mx-sv-doc-000830,Vendedor
mx-sv-per-002605,mx-sv-doc-000830,comprador
mx-sv-per-002607,mx-sv-doc-000831,Vendedor
mx-sv-per-002608,mx-sv-doc-000831,comprador
mx-sv-per-002578,mx-sv-doc-000832,Vendedor
mx-sv-per-002610,mx-sv-doc-000832,Vendedor
mx-sv-per-001053,mx-sv-doc-000832,comprador
